gtdb_genome_representative,accession,ncbi_genbank_assembly_accession,gtdb_taxonomy,gtdb_superkingdom,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_organism_name,ncbi_species_taxid,ncbi_assembly_level,genome_size,gc_count,gc_percentage,ncbi_protein_count,checkm_completeness,checkm_contamination,checkm2_completeness,checkm2_contamination,checkm_marker_count,checkm_marker_set_count,checkm_strain_heterogeneity,contig_count
GCF_002114285.1,RS_GCF_002252835.1,GCA_002252835.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloferacaceae,Halorubrum,Halorubrum ezzemoulense,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense,Halorubrum ezzemoulense,337243,Scaffold,3545716,2377135,67.050622742776,3500,97.21,0.95,99.81,0.99,417,263,0,125
GCA_036815945.1,GB_GCA_036815945.1,GCA_036815945.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosopolaris;s__Nitrosopolaris nunavutensis,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosopolaris,Nitrosopolaris nunavutensis,d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__,d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;x__unclassified Nitrososphaeraceae;s__Nitrososphaeraceae archaeon,Nitrososphaeraceae archaeon,2169593,Scaffold,3034397,1183458,39.072372128772,none,99.03,2.91,99.59,1.91,145,103,0,429
GCA_016782225.1,GB_GCA_016782225.1,GCA_016782225.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp016782225,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus sp016782225,d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__,d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;x__unclassified Nitrososphaeraceae;s__Nitrososphaeraceae archaeon,Nitrososphaeraceae archaeon,2169593,Scaffold,2622861,906097,34.6165557158002,none,98.54,2.91,99.82,3.15,145,103,0,163
GCF_000725425.1,RS_GCF_000725425.1,GCA_000725425.1,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Palaeococcus;s__Palaeococcus pacificus,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Palaeococcus,Palaeococcus pacificus,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Palaeococcus;s__Palaeococcus pacificus,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Palaeococcus;s__Palaeococcus pacificus;x__Palaeococcus pacificus DY20341,Palaeococcus pacificus DY20341,971279,Complete Genome,1859370,800352,43.0442569257329,1961,99.5,0.5,99.87,0.22,299,202,0,1
GCF_000016385.1,RS_GCF_038881655.1,GCA_038881655.1,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__Pyrobaculum arsenaticum,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermoproteaceae,Pyrobaculum,Pyrobaculum arsenaticum,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;s__,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Pyrobaculum;x__unclassified Pyrobaculum;s__Pyrobaculum sp.,Pyrobaculum sp.,2004705,Scaffold,2236655,1224475,54.92798657119,none,99.72,2.21,99.5,0,174,136,33.33,57
GCF_029848115.1,RS_GCF_000762265.1,GCA_000762265.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium formicicum,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__Methanobacterium formicicum,Methanobacterium formicicum,2162,Complete Genome,2449987,1012813,41.3395254750331,2367,100,0,99.97,0.34,188,125,0,1
GCF_000009965.1,RS_GCF_028471785.1,GCA_028471785.1,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus kodakarensis,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus kodakarensis,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus kodakarensis,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus kodakarensis,Thermococcus kodakarensis,311400,Complete Genome,2085702,1084334,51.988922674476,none,99.5,0,99.92,0.17,299,202,0,1
GCF_003675875.1,RS_GCF_003675875.1,GCA_003675875.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-9-68-17;g__Halostella;s__Halostella limicola,Archaea,Halobacteriota,Halobacteria,Halobacteriales,QS-9-68-17,Halostella,Halostella limicola,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Natronoarchaeaceae;g__Halostella;s__Halostella limicola,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Natronoarchaeaceae;g__Halostella;s__Halostella limicola,Halostella limicola,2448456,Scaffold,4117014,2765766,67.1790943122717,none,99.13,1.27,99.93,2.49,395,250,40,10
GCF_000970325.1,RS_GCF_000970325.1,GCA_000970325.1,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens_A,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides methylutens_A,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens;x__Methanococcoides methylutens MM1,Methanococcoides methylutens MM1,2226,Complete Genome,2394636,1054196,44.0232252417486,2275,100,0,99.99,0.83,228,153,0,1
GCA_030019205.1,GB_GCA_030017635.1,GCA_030017635.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__JACTUA01;g__JASEFH01;s__JASEFH01 sp030019205,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,JACTUA01,JASEFH01,JASEFH01 sp030019205,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__;g__;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;x__unclassified Methanomicrobiales;s__Methanomicrobiales archaeon,Methanomicrobiales archaeon,2184052,Scaffold,2904183,1791599,61.6980259444545,none,100,1.31,99.88,0.85,234,153,0,101
GCA_002498385.1,GB_GCA_002505895.1,GCA_002505895.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_C;s__Methanobacterium_C sp002498385,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_C,Methanobacterium_C sp002498385,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;x__unclassified Methanobacterium;s__Methanobacterium sp. UBA341,Methanobacterium sp. UBA341,1915443,Scaffold,2159773,820554,38.2171888252004,0,98.4,3.2,99.97,1.6,188,125,50,81
GCA_025058315.1,GB_GCA_026414145.1,GCA_026414145.1,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DRVV01;s__DRVV01 sp025058315,Archaea,Thermoproteota,Bathyarchaeia,Bathyarchaeales,Bathycorpusculaceae,DRVV01,DRVV01 sp025058315,d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon,Candidatus Bathyarchaeota archaeon,2026714,Scaffold,1439968,645299,44.8153560024057,none,98.13,0.93,95.7,4.38,149,107,0,58
GCF_013391085.1,RS_GCF_013391085.1,GCA_013391085.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas halophila,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Natronomonas,Natronomonas halophila,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas halophila,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Natronomonas;s__Natronomonas halophila,Natronomonas halophila,2747817,Complete Genome,3211682,2066961,64.3575858381994,none,99.15,1.7,99.88,2.03,359,235,0,1
GCF_020217425.1,RS_GCF_020217425.1,GCA_020217425.1,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium urmianum,Archaea,Halobacteriota,Halobacteria,Halobacteriales,Haloarculaceae,Halomicrobium,Halomicrobium urmianum,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium urmianum,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium urmianum,Halomicrobium urmianum,1586233,Complete Genome,4254704,2863989,67.3134723355608,none,99.13,0.89,99.31,1.71,395,250,20,6
GCA_021802055.1,GB_GCA_021844865.1,GCA_021844865.1,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__JAKAFX01;s__JAKAFX01 sp021802055,Archaea,Thermoplasmatota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,JAKAFX01,JAKAFX01 sp021802055,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon,Thermoplasmata archaeon,1906666,Scaffold,1498163,728181,48.6149842474529,none,96.87,0,95.62,0.35,187,124,0,58
GCA_038873195.1,GB_GCA_038870575.1,GCA_038870575.1,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__DSLH01;s__DSLH01 sp038873195,Archaea,Thermoproteota,Bathyarchaeia,Bathyarchaeales,Bathycorpusculaceae,DSLH01,DSLH01 sp038873195,d__Archaea;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;c__Candidatus Bathyarchaeia;x__unclassified Candidatus Bathyarchaeia;s__Candidatus Bathyarchaeia archaeon,Candidatus Bathyarchaeia archaeon,3045160,Scaffold,1567527,657766,41.9646172396853,none,99.07,3.74,98.25,1.49,149,107,0,8
GCF_000875775.1,RS_GCF_000875775.1,GCA_000875775.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus piranensis,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus piranensis,d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus piranensis,d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus piranensis,Nitrosopumilus piranensis,1582439,Complete Genome,1713078,579370,33.8204098120459,none,100,0.97,99.86,0.1,145,103,0,1
GCF_900079115.1,GB_GCA_040893065.1,GCA_040893065.1,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Sulfolobaceae,Saccharolobus,Saccharolobus solfataricus,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Saccharolobus;s__Saccharolobus solfataricus,Saccharolobus solfataricus,2287,Complete Genome,2799446,999990,35.7209962256818,none,100,0,99.9,0.58,217,168,0,1
GCF_001577775.1,RS_GCF_001577775.1,GCA_001577775.1,d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus kukulkanii,Archaea,Methanobacteriota_B,Thermococci,Thermococcales,Thermococcaceae,Pyrococcus,Pyrococcus kukulkanii,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus kukulkanii,d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus kukulkanii,Pyrococcus kukulkanii,1609559,Complete Genome,1977126,882235,44.6220928762254,2139,100,0.5,98.73,0.43,299,202,0,1
GCA_001315925.1,RS_GCF_014646535.1,GCA_014646535.1,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__Thermocladium;s__Thermocladium modestius,Archaea,Thermoproteota,Thermoprotei,Thermoproteales,Thermocladiaceae,Thermocladium,Thermocladium modestius,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermocladium;s__Thermocladium modestius,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermocladium;s__Thermocladium modestius,Thermocladium modestius,62609,Scaffold,1938654,1012645,52.3135553555728,none,98.9,0,96.98,0.31,174,136,0,92
GCF_038881575.1,RS_GCF_038728645.1,GCA_038728645.1,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Desulfurococcaceae;g__Desulfurococcus;s__Desulfurococcus sp038881575,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Desulfurococcaceae,Desulfurococcus,Desulfurococcus sp038881575,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;s__,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;x__unclassified Desulfurococcus;s__Desulfurococcus sp.,Desulfurococcus sp.,51678,Scaffold,1319535,596705,45.3252077292998,none,97.42,0.63,97.84,0.68,245,158,100,54
GCA_002504525.1,GB_GCA_036720255.1,GCA_036720255.1,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002504525,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,DTU008,DTU008 sp002504525,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;x__unclassified Methanomassiliicoccaceae;s__Methanomassiliicoccaceae archaeon,Methanomassiliicoccaceae archaeon,2052168,Scaffold,1925213,1176070,61.1799431206052,none,98.39,0,95.75,2.69,187,124,0,71
GCA_013538805.1,GB_GCA_013538695.1,GCA_013538695.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosocaldaceae;g__Nitrosocaldus;s__Nitrosocaldus schleperae,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrosocaldaceae,Nitrosocaldus,Nitrosocaldus schleperae,d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Candidatus Nitrosocaldales;f__Candidatus Nitrosocaldaceae;g__Candidatus Nitrosocaldus;s__Candidatus Nitrosocaldus schleperae,d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Candidatus Nitrosocaldales;f__Candidatus Nitrosocaldaceae;g__Candidatus Nitrosocaldus;s__Candidatus Nitrosocaldus schleperae,Candidatus Nitrosocaldus schleperae,2927316,Scaffold,1453034,608547,41.8926584397722,none,98.06,0,96.52,0.09,145,103,0,107
GCF_002506585.1,RS_GCF_028681455.1,GCA_028681455.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002506585,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanoculleaceae,Methanoculleus,Methanoculleus sp002506585,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;x__unclassified Methanoculleus;s__Methanoculleus sp.,Methanoculleus sp.,90427,Scaffold,2707295,1677817,62.0039283292406,none,98.89,1.96,99.85,2.4,234,153,0,138
GCA_029547605.1,GB_GCA_035374505.1,GCA_035374505.1,d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__Methanolinea_A;s__Methanolinea_A sp029547605,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanospirillaceae,Methanolinea_A,Methanolinea_A sp029547605,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;x__unclassified Methanolinea;s__Methanolinea sp.,Methanolinea sp.,2268143,Scaffold,2090622,1173671,56.1723106787938,none,98.37,0.65,99.92,0.07,234,153,0,87
GCF_900314695.1,RS_GCF_902763115.1,GCA_902763115.1,d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanocatella;s__Methanocatella sp900314695,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanocatella,Methanocatella sp900314695,d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__,d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;x__environmental samples;s__uncultured Methanobrevibacter sp.,uncultured Methanobrevibacter sp.,253161,Scaffold,2128430,697923,32.7941129482435,none,96.8,0,99.95,0.7,188,125,0,69
GCF_000979455.1,RS_GCF_000979475.1,GCA_000979475.1,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp000979455,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcina sp000979455,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;x__unclassified Methanosarcina;s__Methanosarcina sp. 2.H.T.1A.8,Methanosarcina sp. 2.H.T.1A.8,1483598,Scaffold,4069899,1740960,42.7782573344528,3451,99.84,0.33,99.95,1.17,228,153,0,77
GCA_038821645.1,GB_GCA_038892635.1,GCA_038892635.1,d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__Ignisphaera;s__Ignisphaera sp038821645,Archaea,Thermoproteota,Thermoprotei_A,Sulfolobales,Ignisphaeraceae,Ignisphaera,Ignisphaera sp038821645,d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignisphaera;s__,d__Archaea;x__TACK group;p__Thermoproteota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Ignisphaera;x__unclassified Ignisphaera;s__Ignisphaera sp.,Ignisphaera sp.,2268142,Scaffold,1526264,536854,35.2010942190248,none,98.1,0,96.58,0.34,245,158,0,48
GCF_008389435.1,RS_GCF_009861625.1,GCA_009861625.1,d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrosocosmicus;s__Nitrosocosmicus sp008389435,Archaea,Thermoproteota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,Nitrosocosmicus,Nitrosocosmicus sp008389435,d__Archaea;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrosocosmicus;s__,d__Archaea;x__TACK group;p__Nitrososphaerota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrosocosmicus;x__unclassified Candidatus Nitrosocosmicus;s__Candidatus Nitrosocosmicus sp. SS,Candidatus Nitrosocosmicus sp. SS,2563600,Scaffold,3216693,1074804,33.4134885162545,none,96.12,2.91,98.88,0.43,145,103,0,48
GCA_963676235.1,GB_GCA_963676235.1,GCA_963676235.1,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__JALNYB01;s__JALNYB01 sp963676235,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,JALNYB01,JALNYB01 sp963676235,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;x__unclassified Methanomethylophilaceae;s__Candidatus Methanomethylophilaceae archaeon,Candidatus Methanomethylophilaceae archaeon,2517205,Complete Genome,1656407,703301,42.4594317700903,none,99.6,0,99.66,0.49,187,124,0,1
GCA_026014485.1,GB_GCA_026014485.1,GCA_026014485.1,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__JADGNF01;s__JADGNF01 sp026014485,Archaea,Thermoproteota,Bathyarchaeia,Bathyarchaeales,Bathycorpusculaceae,JADGNF01,JADGNF01 sp026014485,d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon,Candidatus Bathyarchaeota archaeon,2026714,Scaffold,2366298,1138579,48.1404122664337,none,99.07,2.8,96.51,1.46,149,107,0,41
GCA_963640995.1,GB_GCA_963640995.1,GCA_963640995.1,d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__Methanoprimaticola;s__Methanoprimaticola sp963640995,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomethylophilaceae,Methanoprimaticola,Methanoprimaticola sp963640995,d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister hominis,d__Bacteria;x__Terrabacteria group;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Dialister;s__Dialister hominis,Dialister hominis,2582419,Scaffold,2221271,1294066,58.3081496127031,none,97.18,0,99.92,0.85,187,124,0,163
