"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","16S seq. accession number",GC-content
,,,,,2582581264,,
,,,,,GCA_000964385,,
,,,,,GCA_900129125,,
23490,PFBC,"DSM 27026, NCCB 100456",1,"Acidocella aromatica",1303579.3,KC590088,61.6-63.9
,,,,,2861273687,,
,,,,,GCA_014201825,,
33,"MB 58","DSM 5432, ATCC 43581, IMET 10945, CCUG 37300, LMG 1668, JCM 6891, BCC 12263, BCRC 16049, CCM 4121, CIP 103167, NBRC 104435, NRIC 0498, VKM B-2104",1,"Acidomonas methanolica",1231351.3,AB003976,62
,,,,,1231351.7,AB110702,62.3
,,,,,2784746772,AB210135,
,,,,,2887682946,AB682176,
,,,,,437.4,D30770,
,,,,,GCA_000617865,X77468,
,,,,,GCA_004346035,,
,,,,,GCA_007988925,,
2891,,"DSM 7227, ATCC 19860, ICMP 3183, ICPB PA117, NCPPB 1011, CCUG 15838, LMG 2117, CIP 106500, JCM 20985, CFBP 2425, IAM 13658",1,"Acidovorax avenae",643561.4,AF078759,69.8
,,,,,650716004,AF137505,
,,,,,GCA_000176855,AY080997,
,,,,,,EU024134,
,,,,,,EU368726,
,,,,,,GU339096,
,,,,,,JQ743862,
,,,,,,JQ743864,
,,,,,,JQ743865,
,,,,,,JQ743866,
2903,R-24608,"DSM 19327, LMG 24103",1,"Acidovorax caeni",2634166357,AM084006,65.7
,,,,,2740892283,,
,,,,,343013.6,,
,,,,,GCA_001298675,,
,,,,,GCA_900116825,,
158808,KNDSW-TSA6,"MTCC 12652, KCTC 52819, VTCC B-910010",1,"Acidovorax kalamii",2839292028,KY425604,65.7
,,,,,GCA_002245625,,
2893,K2,"DSM 7481, ATCC 33996, CCUG 17394, ICMP 7733, LMG 5691, JCM 2397, CIP 106439, CFBP 4460, NCPPB 3698",1,"Acidovorax konjaci",2634166315,AF078760,68.4
,,,,,32040.4,AF137507,
,,,,,GCA_900112675,AJ420325,
,,,,,,GU339095,
,,,,,,KJ210357,
2905,N35,"DSM 23535, LMG 25767",1,"Acidovorax radicis",2547132374,HM027578,64.9
,,,,,999386.3,,
,,,,,GCA_000204195,,
2904,BL21,"DSM 25157, JCM 15909, KCTC 22399",1,"Acidovorax soli",2675903230,FJ599672,60.9
,,,,,592050.4,,
,,,,,GCA_900107605,,
2892,,"DSM 7270, ATCC 49665, CCUG 11779, LMG 7169, CIP 103457, CCM 4562",1,"Acidovorax temperans",2818991434,AF078766,62.4
,,,,,80878.16,,
,,,,,GCA_006716905,,
2899,,"DSM 16619, CFBP 4730, NCPPB 4283, CIP 107997",1,"Acidovorax valerianellae",187868.3,AJ431731,64.5
,,,,,2615840716,KF931150,
,,,,,GCA_900102625,KF931155,
23868,"NF 1078","DSM 27981, CCUG 62584, LMG 26971",1,"Acidovorax wautersii",1177982.3,JQ946365,67.1
,,,,,2634166330,,
,,,,,GCA_900113035,,
8140,5YN5-8,"DSM 18516, CIP 110357, KACC 11602, CCUG 61636, CIP 110501, ANC 4119",1,"Acinetobacter brisouii",1341683.3,DQ832256,43.9
,,,,,1341683.5,,
,,,,,2579778708,,
,,,,,2657245517,,
,,,,,GCA_000488275,,
,,,,,GCA_000931655,,
164592,WCHAc060005,"JCM 33509, CCTCC AB 2019139, GDMCC 1.1622",1,"Acinetobacter chengduensis",GCA_003664645,MK796535,39.9
,,,,,RCHC00000000,,
140537,,"CCM 8641, CIP 110478, CCUG 67966, CNCTC 7573, DSM 107593, NIPH 2036",1,"Acinetobacter colistiniresistens",1217696.3,ATGK01000018.1,41.3
,,,,,2565956665,,
,,,,,GCA_000413935,,
139534,,"CIP 110480, NIPH 3623, ANC 3623, CCUG 67960, CCM 8635",1,"Acinetobacter courvalinii",1217698.3,KT997472,45.34
,,,,,2565956649,,
,,,,,280147.3,,
,,,,,280147.4,,
,,,,,GCA_000369785,,
,,,,,GCA_008802255,,
,,,,,GCA_014635545,,
140606,WCHA30,"KCTC 52503, GDMCC 1.1101, CCTCC AB 2016203, DSM 107594",1,"Acinetobacter defluvii",2767802242,KY435933,38
,,,,,GCA_001704615,,
140912,114,"CCUG 65204, DSM 27228",1,"Acinetobacter equi",1324350.3,KC494698,34.9
,,,,,2648501117,,
,,,,,GCA_001307195,,
130452,"UG 60467","CCUG 68482, DSM 28097, ANC 4275, LMG 27960",1,"Acinetobacter gandensis",1443941.6,KM206131,39.6
,,,,,GCA_008802205,,
8097,O1,"DSM 590, ATCC 11171, CCUG 2491, CIP 63.46, LMG 988, NCIB 8250, NCIMB 8250",1,"Acinetobacter guillouiae",106649.19,HE651738,40.0
,,,,,1217655.3,HE651739,
,,,,,2565956705,HE651740,
,,,,,GCA_000368145,HE651741,
,,,,,GCA_008802215,HE651742,
,,,,,,HE651743,
,,,,,,HE651744,
,,,,,,HE651745,
,,,,,,HE651746,
,,,,,,HE651747,
8092,2446/60,"DSM 6962, ATCC 17906, CIP 64.3, NCTC 10305, CCUG 888, KCTC 12404, CCM 2358, LMG 996, NCIMB 12458",1,"Acinetobacter haemolyticus",1217659.3,AJ247200,43.0
,,,,,2537561554,HE651825,
,,,,,2582581441,HE651826,
,,,,,29430.120,HE651827,
,,,,,29430.62,HE651828,
,,,,,GCA_000369065,HE651829,
,,,,,GCA_000430205,HE651830,
,,,,,GCA_900444835,HE651831,
,,,,,,HE651832,
,,,,,,HE651833,
163932,,"JCM 31009, KACC 18453, KEMB 9005-333",1,"Acinetobacter halotolerans",1752076.3,KT032155,44.9
,,,,,2881054222,,
,,,,,GCA_004208515,,
8148,A648,"DSM 25388, CCM 7832, CIP 110367, MTCC 10660, CCUG 69702, ANC 4215",1,"Acinetobacter indicus",1341679.3,AB859733,40.4
,,,,,1341679.5,HM047743,
,,,,,2579779046,OR905802,
,,,,,2663763131,,
,,,,,GCA_000488255,,
,,,,,GCA_000830155,,
8088,3865/60,"DSM 6963, ATCC 17909, CIP 64.6, NCTC 10308, CCUG 19095, NCTC 12154, LMG 999, NCIMB 12460",1,"Acinetobacter johnsonii",1217663.3,AF311990,44.0
,,,,,1217663.8,AF311991,
,,,,,2537561556,AF311992,
,,,,,2657245534,AF311993,
,,,,,40214.15,AF311994,
,,,,,40214.169,AJ247202,
,,,,,40214.29,HE651868,
,,,,,40214.47,HE651869,
,,,,,GCA_000368045,HE651870,
,,,,,GCA_000949655,HE651871,
8086,64.5,"DSM 6964, ATCC 17908, NCTC 10307, CCUG 889, KCTC 12406, CIP 64.5, CCM 2376, LMG 998, NCIMB 12459",1,"Acinetobacter junii",40215.64,AJ247204,42.0
,,,,,GCA_900444875,AM410704,
,,,,,,HE651782,
,,,,,,HE651783,
,,,,,,HE651784,
,,,,,,HE651785,
,,,,,,HE651786,
,,,,,,HE651787,
,,,,,,HE651788,
,,,,,,HE651789,
164611,,"JCM 33607, CGMCC 1.13636",1,"Acinetobacter lanii",GCA_011578285,MK990276,41.2
133403,BRTC-1,"ACCC 19936, JCM 31367",1,"Acinetobacter larvae",1789224.3,KU560468,41.6
,,,,,2767802241,,
,,,,,GCA_001704115,,
8058,,"DSM 2403, ATCC 15309, CIP 644.10, JCM 6840, NCTC 5866, ATCC 17986, CCM 5581, CCUG 12805, CCUG 33984, CECT 453, CIP 64.10, LMG 1029, LMG 1240, NBRC 109760, NCIMB 12456, CIP 110687, KCTC 12407, NCIB 12456",1,"Acinetobacter lwoffii",2537562009,AB626125,46
,,,,,2547132300,AJ247205,
,,,,,2660238430,OQ619107,
,,,,,28090.13,X74894,
,,,,,28090.133,X81665,
,,,,,28090.96,,
,,,,,981327.3,,
,,,,,981327.6,,
,,,,,GCA_000248355,,
,,,,,GCA_000487975,,
163942,GC2,"JCM 31073, DSM 26953",0,"Acinetobacter mesopotamicus",1538357.4,KJ867435,42.9
,,,,,GCA_011058205,,
139492,,"CIP 110444, NIPH 236, CCUG 67964, CCM 8639",1,"Acinetobacter modestus",1217711.3,KT997474,41.24
,,,,,1776740.3,,
,,,,,2565956686,,
,,,,,GCA_000367965,,
,,,,,GCA_014636095,,
130450,,"CCUG 68431, CIP 110549, DSM 29975, CECT 8127, LMG 26958, SAP 763.2",1,"Acinetobacter nectaris",1392540.3,JQ771129,36.6
,,,,,2582580904,JQ771130,
,,,,,GCA_000488215,JQ771131,
,,,,,,JQ771132,
,,,,,,JQ771133,
,,,,,,JQ771134,
,,,,,,JQ771135,
157136,,"CCUG 69705, KCTC 23045, JCM 16667",0,"Acinetobacter oleivorans",1148157.7,EF520734,41.4
,,,,,2663763040,,
,,,,,GCA_000196795,,
,,,,,GCA_000836035,,
158638,LW15,"MCCC 1K03337, CICC 24241, KCTC 62134, JCM 32101",1,"Acinetobacter piscicola",2791355509,MF062566,37.2
,,,,,GCA_002233755,,
139427,,"CIP 110482, NIPH 809, CCUG 14818, CCUG 67965, CCM 8640",1,"Acinetobacter proteolyticus",1217713.3,KT997475,42.72
,,,,,2565956687,,
,,,,,GCA_000367945,,
164465,S23,"JCM 33150, KACC 19921",1,"Acinetobacter pullicarnis",GCA_006352475,MK902522,41.53
164696,,"JCM 33942, KACC 21653",1,"Acinetobacter pullorum",GCA_010646905,MN909715,37
8096,FO-1,"DSM 6976, ATCC 43998, IAM 13186, CCUG 56440, CIP 103788, LMG 10613, JCM 9326, NBRC 102413, NCIMB 12753",1,"Acinetobacter radioresistens",2529293101,AB681769,44.1
,,,,,2531839506,AJ247209,
,,,,,2547132307,MN526993,
,,,,,981334.10,X81666,
,,,,,981334.20,,
,,,,,981334.3,,
,,,,,981334.4,,
,,,,,981334.6,,
,,,,,981334.8,,
,,,,,981334.9,,
8147,G30,"DSM 24031, CCUG 57889, CECT 7818, LMG 26107, CIP 110305",1,"Acinetobacter rudis",2671181009,EF204258,39.3
,,,,,632955.6,,
,,,,,GCA_000829675,,
132199,"Gerner-Smidt 10090","DSM 102854, CCM 8535, CCUG 34785, CIP 110471, NIPH 973, NIPH 973 (<Gerner-Smidt 10090)",1,"Acinetobacter seifertii",2565956690,FJ860878,38.3
,,,,,520709.3,,
,,,,,GCA_000368065,,
8138,SW-100,"CCUG 56483, KCTC 12260, DSM 16313, KTCC 12260, CIP 110591",1,"Acinetobacter seohaensis",281376.12,AY633608,41.9
,,,,,GCA_018403785,,
164612,,"JCM 33608, CGMCC 1.13940",1,"Acinetobacter shaoyimingii",GCA_011578045,MT138534,38.2
159774,WCHAc060041,"CCTCC AB 2018118, GDMCC 1.1383, KCTC 62575",1,"Acinetobacter sichuanensis",2814123059,MH179327,37.02
,,,,,GCA_003024515,,
8143,"B1, CR11, IBFC2009","DSM 22956, JCM 15062, KCTC 22184, CCUG 59023, KCTC 22814, CIP 110264, CCTCC AB 209162",1,"Acinetobacter soli",1217676.3,EU290155,41.0
,,,,,2565956696,GQ339910,44.1
,,,,,2660238584,,
,,,,,487316.5,,
,,,,,GCA_000368705,,
,,,,,GCA_000760595,,
8144,"RAG-1, Vaneechoutte ACI 403","KCTC 2702, BCRC 14357, DSM 23050, ATCC 31012, CCUG 45561, LMG 19082, LUH 3904, NIPH 1925, CIP 110063",1,"Acinetobacter venetianus",2551306081,AF542963,43.9
,,,,,2565956684,AJ295007,
,,,,,,AM909651,
,,,,,,AY601846,
139493,,"CIP 110483, NIPH 2168, RUH 65, CCUG 67967, CCM 8642",1,"Acinetobacter vivianii",1217706.3,KT997477,44.68
,,,,,1776742.3,ON754037,
,,,,,2565956661,,
,,,,,GCA_000369705,,
,,,,,GCA_014635885,,
164607,,"JCM 33592, CGMCC 1.16589",1,"Acinetobacter wanghuae",GCA_009557235,MK226441,40.6
159758,WCHA60,"CCTCC AB 2016204, GDMCC 1.1100, KCTC 52505",1,"Acinetobacter wuhouensis",2767802240,KY853661,38.05
,,,,,GCA_001696605,,
16505,R-55,"DSM 44705, IFO 16266, JCM 10982, NBRC 16266, BCRC 16396",1,"Acrocarpospora macrocephala",150177.3,AB025318,68
,,,,,GCA_009687865,,68.1
23319,PS33-18,"DSM 45867, BCC 46906, NBRC 108782",1,"Acrocarpospora phusangensis",1070424.3,AB649124,71
,,,,,GCA_016862995,,
16506,R-31,"DSM 44706, IFO 16267, JCM 10983, NBRC 16267, BCRC 16801",1,"Acrocarpospora pleiomorpha",90975.3,AB006174,68.6
,,,,,GCA_009687885,,69
24522,R46,"DSM 28448, CECT 7668, KCTC 23349",1,"Actibacterium mucosum",1454373.5,HE590855,61.3
,,,,,2576861736,,
,,,,,2667527933,,
,,,,,GCA_000647975,,
132960,NS6,"DSM 105040, JCM 30828, KCTC 18418",1,"Actibacterium naphthalenivorans",1614693.4,KP272155,64.5
,,,,,2830026743,,
,,,,,GCA_014196965,,
141146,JN33,"CGMCC 1.16012, KCTC 52653, DSM 109121",1,"Actibacterium pelagium",2029103.7,KY273602,57.8
,,,,,2832254508,,
,,,,,GCA_002285415,,
,,,,,GCA_014644355,,
141055,LS-811,"BCRC 80823, JCM 30681",1,"Actibacterium ureilyticum",2832212542,KP162062,60.1
,,,,,GCA_002285435,,
132268,NEAU-TX1-15,"DSM 102200, CGMCC 4.7200, JCM 30340",1,"Actinoallomurus bryophytorum",1490222.3,KJ425409,70.5-71.1
,,,,,2816332138,,70.8
,,,,,GCA_006716425,,
17012,TTN02-30,"DSM 45449, KCTC 19541, NBRC 103687",1,"Actinoallomurus purpureus",GCA_024055795,AB364588,70
17006,"FYU A 116, A-116","DSM 43459, ATCC 27298, BCRC 13386, CBS 261.72, CIP 105479, IFO 14099, IMET 9752, JCM 3146, KCC A-0146, KCTC 9252, NBRC 14099, NCIB 11118, NRRL B-16128, IMSNU 20015, MTCC 2556, NCIMB 11118, CCRC 13386, BRCC 13386",1,"Actinoallomurus spadix",GCA_024055725,AB364581,66.4
,,,,,,AF051380,74
,,,,,,AF163120,
,,,,,,AF163131,
,,,,,,AJ293712,
13192,"Y388=As 4.1159, Y-388","DSM 43889, IFO 14455, IMET 43868, JCM 6095, NBRC 14455, NRRL B-16252, CGMCC 4.1159, CIP 106755, KCCM 12121, VKM Ac-1271, AS 4.1159",1,"Actinoalloteichus caeruleus",1120930.3,AB006178,69.54
,,,,,2524614639,,72.5
,,,,,2585427525,,
,,,,,GCA_000429185,,
13191,,"DSM 40103, AS 4.1372, ATCC 27421, CBS 645.72, IFO 13344, ISP 5103, KCC S-0181, KCC S-0730, NBRC 13344, RIA 1305, IPV 930, JCM 4014, BCRC 13659, CGMCC 4.1372, IMET 40622, JCM 4730, MTCC 4995, NBRC 100143, NRRL B-1623, NRRL B-2194, NRRL ISP-5103, RIA 755, VKM Ac-1918",0,"Actinoalloteichus caeruleus",GCA_000716095,AB184345,72.5
,,,,,GCA_000718005,EF178675,
,,,,,,FJ406110,
,,,,,,HG917901,
158481,"ADI 127-17, MP127-17","DSM 46855, CECT 9355",0,"Actinoalloteichus fjordicus",1612552.4,MF440323,70.09
13194,,"DSM 45092, CGMCC 4.2500, CIP 109428, JCM 13436, HPA 177, BCRC 16835, NCIMB 14383, NRRL B-24537",1,"Actinoalloteichus hymeniacidonis",2615840661,DQ144222,68.1
,,,,,2863033670,,
,,,,,340345.3,,
,,,,,340345.5,,
,,,,,GCA_001747425,,
,,,,,GCA_014203365,,
158482,"GBA 129-24, MP129-24","DSM 46856, CECT 9355",0,"Actinoalloteichus fjordicus",1612551.4,MF440324,70.10
,,,,,1612551.5,,
13193,RMV-1378,"DSM 44848, JCM 12472, MTCC 6194, BCRC 16823, CBS 11706, CIP 109023, NBRC 102582, NCIMB 14384",1,"Actinoalloteichus spitiensis",1114962.3,AY426714,72
,,,,,2563366745,,
,,,,,GCA_000239155,,
11676,"11-61, P243","DSM 19761, ATCC 51571, CCUG 12396, CIP 103283, NCTC 11408",1,"Actinobacillus capsulatus",1120931.3,AJ438675,42.4
,,,,,2519899771,AY362886,
,,,,,GCA_000374285,M75062,
,,,,,,M75069,
11684,"NM319, NM 319","DSM 22435, CCUG 38924, CIP 105315",1,"Actinobacillus porcinus",GCA_900773985,AY362896,41.4
,,,,,GCA_901764995,,
11687,130Z,"DSM 22257, ATCC 55618, CCUG 43843, CIP 106512",1,"Actinobacillus succinogenes",339671.7,AF024525,45.0
,,,,,640753001,AY362898,
132079,"FC1, FC3","DSM 100580, CSUR P1982",1,"Actinobaculum massiliense",2811995073,LN870313,60.17
,,,,,GCA_001457435,,
144,,"DSM 20639, ATCC 33144, CCUG 19206, CIP 105361, LMG 18291, Soltys 50052",1,"Actinobaculum suis",1657.8,S83623,55.0
,,,,,2675903157,,
,,,,,GCA_900102025,,
7797,CS5-AC17,"DSM 45178, JCM 16894, NBRC 107355, NRRL B-24660",1,"Actinocatenispora rupis",519421.3,AM980986,74.3
,,,,,GCA_016861975,,
7796,KV-744,"DSM 45336, NBRC 101916, NRRL B-24477, JCM 15920",1,"Actinocatenispora sera",390989.4,AB263096,72
,,,,,GCA_000720965,,
,,,,,GCA_018324685,,
7795,TT2-10,"DSM 44816, JCM 12343, PCU 235, BCRC 16831, CGMCC 4.5560, CIP 109347, NBRC 105041, NCIMB 14320",1,"Actinocatenispora thailandica",227318.3,AB107233,72
,,,,,GCA_016865425,,72.2
16911,,"DSM 44254, ATCC 51528, IFO 15485, JCM 9647, NBRC 15485, NCIMB 13337, VKM Ac-1994, IMSNU 21271",1,"Actinocorallia herbida",2784132147,AF134109,73
,,,,,58109.3,D85473,
,,,,,GCA_003751225,LC066303,
159707,A251,"CGMCC 4.7421, JCM 32178",1,"Actinocorallia populi",2866127916,MF100123,71.5
,,,,,GCA_002995495,,
132014,OB1,"DSM 45618, ATCC BAA-2771",1,"Actinocrinis puniceicyclus",977794.5,FR775984,70.2
,,,,,GCA_018283645,,
132668,MI503-A4,"DSM 45934, NBRC 109632",1,"Actinocrispum wychmicini",1213861.3,AB738044,70.3-71.1
,,,,,2799112271,,71±0.7
,,,,,GCA_004345645,,
13511,03-9939,"DSM 45114, CCM 7461, KCTC 19294, JCM 17965, NBRC 106985",1,"Actinokineospora alba",2775506708,EU438907,68.2
,,,,,504798.7,,69.7
,,,,,GCA_004362515,,
,,,,,GCA_900099755,,
13206,"YU 961-1","DSM 44650, IFO 16518, NBRC 16518, JCM 11646, CIP 107896",1,"Actinokineospora auranticolor",2731957505,AB058396,71.3
,,,,,GCA_002934265,,
13207,"ID 03-0561","DSM 45656, BTCC B554, NBRC 104211",1,"Actinokineospora baliensis",2893647412,AB447488,71.4
,,,,,547056.3,,
,,,,,GCA_016907695,,
24443,44EHW,"DSM 46700, BCC 53155, NBRC 108932",1,"Actinokineospora bangkokensis",2865852738,JQ922512,74
,,,,,GCA_001940455,,
13209,"ID 03-0810","DSM 45657, BTCC B-558, NBRC 105526",1,"Actinokineospora cianjurensis",2734482175,AB473945,70.2
,,,,,585224.3,,
,,,,,GCA_003663795,,
13199,,"DSM 44255, IFO 15665, JCM 9921, KCTC 9569, MTCC 2687, NBRC 15665, IMSNU 22098, NCIMB 13657, NRRL B-24047, VKM Ac-1984",1,"Actinokineospora diospyrosa",2596583538,AF114797,69.3
,,,,,GCA_024171925,,70.3
13205,"YU 924-101","DSM 44649, IFO 16517, NBRC 16517, JCM 11647, CIP 107895",1,"Actinokineospora enzanensis",1120934.3,AB058395,70
,,,,,2518285603,,
,,,,,GCA_000374445,,
13196,,"DSM 43855, ATCC 31181, IFO 14105, JCM 3276, NBRC 14105, NRRL B-16697, VKM Ac-1419, BCRC 13397, CGMCC 4.1172, IFM 0209, IMSNU 20054, KCTC 9155, KCTC 9297",1,"Actinokineospora fastidiosa",1816.5,AJ400710,73
,,,,,GCA_014648415,GQ200601,
,,,,,,X53200,
13200,,"DSM 44256, IFO 15664, JCM 9922, KCTC 9570, MTCC 2686, NBRC 15664, NCIMB 13658, NRRL B-24048, VKM Ac-1981",1,"Actinokineospora globicatena",2596583621,AF114798,69.7
,,,,,GCA_024171945,,70.8
13202,,"DSM 44258, IFO 15663, JCM 9923, KCTC 9571, MTCC 2685, NBRC 15663, NCIMB 13659, NRRL B-24050, VKM Ac-1982",1,"Actinokineospora inagensis",1120935.3,AF114799,69.1
,,,,,2528768220,,70.2
,,,,,GCA_000482865,,
130585,EG49,"DSM 45935, CCM 8480, LMG 27700, JCM 31756",1,"Actinokineospora spheciospongiae",2590828683,GU318361,72.8
,,,,,GCA_000564855,,
13204,,"DSM 44260, IFO 15668, JCM 9924, KCTC 9572, MTCC 2688, NBRC 15668, IMSNU 22094, NCIMB 13660, NRRL B-24049, VKM Ac-1983",1,"Actinokineospora terrae",155974.4,AB058394,70
,,,,,2616644847,,70.0
,,,,,GCA_900111175,,71
16924,SF2197,"DSM 43919, IFO 14695, JCM 6250, NBRC 14695, CGMCC 4.2100, CIP 107393, HUT 6547, IMSNU 22157, IMSNU 22161, KCTC 9620, MTCC 2560, NCIMB 12618",1,"Actinomadura atramentaria",1120936.3,AF134089,72
,,,,,2519899649,AJ420138,73.7
,,,,,GCA_000381885,U49000,
16996,3-46-b(3),"DSM 45347, JCM 13933, MTCC 8057",1,"Actinomadura bangladeshensis",2866640805,AB331652,70.27
,,,,,453573.3,,
,,,,,GCA_004348335,,
16988,3.24,"DSM 44772, AS 4.1522, IFO 16341, NBRC 16341, JCM 10667, CGMCC 4.1522, CIP 107903",1,"Actinomadura catellatispora",2870794168,AF154127,70.8
,,,,,95160.4,,
,,,,,GCA_014205085,,
16925,,"DSM 43461, ATCC 27887, IMET 9573, INA 1849, JCM 3295, BCRC 13352, CGMCC 4.1514, IFO 14678, IMSNU 20001, KCTC 9617, MTCC 1828, NBRC 14678, NRRL B-16121, VKM Ac-1119",1,"Actinomadura citrea",2844992467,AF051377,67.6
,,,,,46158.3,AF134091,68
,,,,,46158.4,AJ420139,
,,,,,GCA_013409045,U49001,
,,,,,GCA_014648455,,
16926,,"DSM 43675, ATCC 33576, INA 765, JCM 3320, CGMCC 4.1515, IFO 14679, IMET 9580, IMSNU 20002, KCTC 9337, NBRC 14679, VKM Ac-1511",1,"Actinomadura coerulea",2870759924,AF051378,67
,,,,,46159.3,AF134092,
,,,,,46159.4,U49002,
,,,,,GCA_014208105,,
,,,,,GCA_014648535,,
158480,LHW63021,"DSM 106125, CCTCC AA 2018015",1,"Actinomadura craniellae",2856664274,MG200154,72
,,,,,GCA_003289645,,
16927,,"DSM 43676, ATCC 33577, INA 292, JCM 3308, BCRC 13394, IFO 14182, IMET 9578, IMSNU 22199, NBRC 14182, NRRL B-16605, VKM Ac-912",1,"Actinomadura cremea subsp. cremea",1991.3,AB462291,68
,,,,,GCA_014648495,AF051379,
,,,,,,AF134067,
,,,,,,AF134094,
130742,DLS-70,"DSM 45941, KCTC 29224",1,"Actinomadura darangshiensis",2866841126,FN646682,69.9
,,,,,705336.3,,
,,,,,GCA_004349235,,
161893,,"JCM 16996, KCTC 19916, TISTR 2901",1,"Actinomadura decatromicini",GCA_008121305,LC516920,72.2
16999,,"DSM 45200, CCTCC AA 208017, JCM 16896, YIM 61435",1,"Actinomadura flavalba",2518645623,FJ157185,71.1
,,,,,561175.3,,73.3
,,,,,GCA_000374305,,
16966,C-36820,"DSM 43997, ATCC 49059, IFO 14204, JCM 7474, NBRC 14204, BCRC 16355, CIP 105595, IFO 15870, IMSNU 22194, KCTC 9647, LMG 29178, NBRC 15870, NCIMB 12773, NRRL B-16984, VKM Ac-1954",1,"Actinomadura formosensis",1220557.3,AB006172,72
,,,,,2731957572,AF002263,
,,,,,2898624239,AF134096,
,,,,,GCA_001552155,AJ293703,
,,,,,GCA_900659625,AJ420140,
17005,A8036,"DSM 45508, KCTC 19868, JCM 19952",1,"Actinomadura geliboluensis",GCA_005889745,HQ157187,70.8
16987,80-60,"DSM 44770, AS 4.1202, CIP 107902, DSM 43891, IFO 14668, JCM 6161, NBRC 14668, VKM Ac-1273, CGMCC 4.1202",1,"Actinomadura glauciflava",2571042017,AB006155,69-71.37
,,,,,GCA_024648845,AB184612,72
,,,,,,AF153881,72.1
16993,H647-1,"DSM 45043, IMSNU 50760, KCCM 42245, NRRL B-24436, JCM 13882, DSM 44987, NBRC 102110",1,"Actinomadura hallensis",2818991321,DQ076484,67.5
,,,,,337895.3,,
,,,,,GCA_006716765,,
164316,,"JCM 32659, CGMCC 4.7499",1,"Actinomadura harenae",GCA_003696215,MK203829,72.1
16979,"SA 26015, P157-2","DSM 44148, ATCC 53557, IFO 15177, NBRC 15177, NCIMB 13253, JCM 9627, HUT 6599, IMSNU 22185",1,"Actinomadura hibisca",1220559.3,AF163115,72.4
,,,,,2731957594,AF163126,
,,,,,GCA_001552635,AJ293705,
,,,,,,AJ420136,
16929,"SSC 1256, 13-363","DSM 43764, ATCC 31588, CCRC 13146, IFO 14229, IMET 9741, JCM 3306, KCTC 9129, NBRC 14229, NCIMB 13755, NRRL 12069, NRRL B-16121, VKM Ac-874, BCRC 13416, CGMCC 4.2099, IMSNU 20006, MTCC 707, NRRL B-16261, BCRC 13146, IFO (now NBRC) 14229, SCC 1256",1,"Actinomadura kijaniata",1220561.3,AF134099,69.7
,,,,,2731957573,U49006,73.2
,,,,,651717042,X97890,
,,,,,GCA_001552175,,
16981,"1065, A 10","DSM 43382, ATCC BAA-277, JCM 10674, CCUG 48293, IFM 0961, NBRC 106108",1,"Actinomadura latina",1220563.3,AY035998,67
,,,,,2731957574,,67.3
,,,,,GCA_001552195,,
,,,,,GCA_012396395,,
164564,,"JCM 33456, CCTCC AA 2019043",1,"Actinomadura litoris",GCA_009733595,MN700217,72.8
159574,NEAU-G17,"DSM 105122, CGMCC 4.7411",1,"Actinomadura logoneensis",2841009013,MG189967,73.1
,,,,,GCA_003428695,,
16932,"FD 25934, A-0287","DSM 43862, ATCC 31286, IFO 14102, IMET 9754, JCM 3287, KCC A-0287, NBRC 14102, BCC 49509, BCRC 13378, CGMCC 4.1513, CIP 105532, IMSNU 22164, KCTC 9342, MTCC 2559, NCIMB 14303, NRRL B-16124, TBRC 2223",1,"Actinomadura macra",1220564.3,AB364594,70.7
,,,,,2731957575,AF134102,
,,,,,GCA_001552215,U49009,
16933,,"DSM 43067, ATCC 19425, CCM 136, IAM 14277, IFO 14623, IMRU 1190, JCM 7436, NBRC 14623, NCTC 5654, CCUG 32944, CCTCC AB 2010169, CECT 3043, CGMCC 4.1224, CIP 105487, HAMBI 1926, IFM 0585, IMET 9585, KCTC 9192, MTCC 1120, NCIMB 13469, NRRL B-3843, VKM Ac-809, IFO 13909, NBRC 13909",1,"Actinomadura madurae",1993.7,AF134103,68
,,,,,2634166331,AY262334,68.2
,,,,,GCA_900115095,D50668,72.1
,,,,,,D85468,
,,,,,,U58527,
,,,,,,X97889,
16985,A290,"DSM 44485, NRRL B-24203, JCM 13236, CIP 108420",1,"Actinomadura mexicana",134959.3,AB821481,72.3
,,,,,2724679706,AF277195,
,,,,,GCA_900188105,,
16989,A288,"DSM 44715, NRRL B-24247, JCM 13237, CIP 108410",1,"Actinomadura meyerae",240840.3,AY273787,72.9
,,,,,2700988714,,
,,,,,GCA_900188445,,
140490,CYP1-1B,"JCM 16995, KCTC 39784, PCU 349, TISTR 2400",1,"Actinomadura montaniterrae",2898631135,LC126428,74.3
,,,,,GCA_008923365,,
161015,,"JCM 10648, ATCC 43269, BCRC 16818, NBRC 104149, NRRL 15878",1,"Actinomadura oligospora",1399798.3,AF163118,72
,,,,,2540341222,,
,,,,,GCA_000518265,,
16950,A19,"DSM 43383, ATCC 33385, JCM 3388, NCTC 4162, CCUG 38891, CIP 105483, HUT 6549, IAM 12634, IMET 9693, IMSNU 22169, KCTC 9110, NBRC 103052, NRRL B-3997",1,"Actinomadura pelletieri",1120940.3,AF163119,66
,,,,,2728369498,AF163130,70.4
