"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."
"When using BacDive for research please cite our paper https://doi.org/10.1093/nar/gkae959"

ID,designation_header,strain_number_header,is_type_strain_header,species,"Genome seq. accession number","PH range",pH,"Salt conc."
22907,RCRI4,"DSM 27060, JCM 17275, KCTC 23723, LMG 26473",1,"Alishewanella tabrizica",671278.3,alkaliphile,06-10,0.25
,,,,,GCA_014652375,,,<3
545,4AG,"DSM 15448, ATCC BAA-956, CIP 109217, JCM 13893",1,"Alkalibacillus filiformis",2926601655,alkaliphile,7.0-10.0,10
,,,,,,,,<18
549,ISL-17,"DSM 23520, CCUG 56753, KCTC 13258, ISL -17",1,"Alkalibacillus flavidus",2928986558,alkaliphile,5.5-9.5,04-26
,,,,,,,,10
22946,3AD-1,"DSM 25751, JCM 18271",1,"Alkalibacterium gilvum",1130080.4,alkaliphile,07-10,0-17.5
,,,,,2616644817,,,3.5
,,,,,GCA_900109085,,,
2243,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1,"Alkalibacterium kapii",426704.4,alkaliphile,06-10,0-21
,,,,,GCA_007988865,,,2
2246,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1,"Alkalibacterium pelagium",2619619008,alkaliphile,07-11,0-17
,,,,,426702.5,,,1
,,,,,426702.6,,,
,,,,,GCA_007991315,,,
,,,,,GCA_900109325,,,
2245,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1,"Alkalibacterium putridalgicola",2619619007,alkaliphile,6.5-10,0-20
,,,,,426703.4,,,3
,,,,,426703.5,,,
,,,,,GCA_007988845,,,
,,,,,GCA_900109825,,,
2244,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1,"Alkalibacterium thalassium",2619619006,alkaliphile,07-11,0-11
,,,,,426701.4,,,1.75
,,,,,GCA_900101165,,,
1278,,"DSM 19154, LMG 21005, NCIMB 14102",1,"Alkalicoccobacillus murimartini",171685.4,alkaliphile,07-10,<4
,,,,,2639763118,,,
,,,,,2926524226,,,
1277,CG-15,"DSM 18086, CCM 7371, CECT 7153, CGMCC 1.6292, CIP 109712",1,"Alkalicoccus chagannorensis",1121087.3,alkaliphile,5.8-11.0,3-20
,,,,,2524614595,,,7
,,,,,GCA_000429725,,,
22921,,"DSM 26767, CGMCC 1.10369, DLS 13, JCM 17097, NBRC 107572",1,"Alkalicoccus daliensis",2617270767,alkaliphile,7.5-11,0-8
,,,,,745820.3,,,2
,,,,,GCA_900103955,,,
140264,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1,"Alkalicoccus halolimnae",GCA_008014775,alkaliphile,6.0-10.5,4.3-24.3
,,,,,,,,8.3-12.3
1235,6AG,"DSM 15402, ATCC BAA-957",1,"Alkalicoccus saliphilus",2889707501,alkaliphile,07-10,1-20
,,,,,GCA_003044065,,,15
,,,,,,,,16
,,,,,,,,<26
132547,BZ-SZ-XJ18,"DSM 29145, JCM 30195",1,"Alkalicoccus urumqiensis",GCA_002993335,alkaliphile,6.5-10,1.3-25.3
,,,,,,,,6.3
17805,Z-7010,"DSM 15055, VKM B-2311",1,"Alkaliflexus imshenetskii",2509276023,alkaliphile,7.2-10.2,0.8-53
,,,,,927658.4,,,20
,,,,,GCA_000517065,,,
1294,SU1,"DSM 25300, KCTC 13244, NBRC 102646",1,"Alkalihalobacillus trypoxylicola",1223507.3,alkaliphile,08-10,0-5
,,,,,2724679199,,,
,,,,,2731957677,,,
,,,,,519424.4,,,
,,,,,GCA_001590785,,,
,,,,,GCA_001592025,,,
1300,GMBAE72,"DSM 21297, JCM 15719, GMBE 72",1,"Alkalihalophilus marmarensis",1188261.3,alkaliphile,8-12.5,0-12
,,,,,2563367048,,,0-5
,,,,,GCA_000474275,,,
166505,34079,"KCTC 62428, MCCC 1K03493",1,"Alkalilacustris brevis",GCA_003350345,alkaliphile,7.0-10.0,1.0-10.0
,,,,,,,,2.5-4.0
133913,JC133,"KCTC 15220, NBRC 109056",1,"Alkalispirochaeta sphaeroplastigenens",2791354917,alkaliphile,8.0-10.0,0-12
,,,,,GCA_002916695,,,6.25
17816,SC/BZ-SP2,"DSM 24412, ATCC BAA-2172",1,"Alkalitalea saponilacus",2595698211,alkaliphile,7.5-10.5,2.03-8
,,,,,889453.3,,,3.25
,,,,,GCA_002201795,,,
,,,,,GCA_900168165,,,
133636,B3A,"BCRC 17939, LMG 24826",1,"Allobacillus halotolerans",570278.4,alkaliphile,06-09,6
,,,,,GCA_018967645,,,
,,,,,GCA_028743495,,,
11192,I10A-01259,"DSM 45601, CPCC 203428, KCTC 19844, JCM 31480, JCM 31481",1,"Allonocardiopsis opalescens",1144618.3,alkaliphile,05-11,0-10
,,,,,2728369266,,,0-2.5
,,,,,GCA_003002095,,,
13641,DN316,"DSM 26385, CICC 10378, HAMBI 3454, LMG 23925",1,"Allorhizobium borbori",2739367697,alkaliphile,5.0-9.0,0.0-0.5
,,,,,2829903426,,,0.25
,,,,,485907.3,,,
,,,,,GCA_014196535,,,
130597,,"DSM 100021, ACCC 14971, HAMBI 3214, CCNWSX 0483",1,"Allorhizobium taibaishanense",2738541332,alkaliphile,12,1
,,,,,2829949180,,,
,,,,,887144.6,,,
,,,,,GCA_014196735,,,
24495,22DY03,"DSM 29329, CGMCC 1.12410, JCM 18866",1,"Allosediminivita pacifica",1267769.4,alkaliphile,5.5-8.5,0.5-15
,,,,,1267769.6,,,
,,,,,2739367657,,,
,,,,,GCA_003054175,,,
,,,,,GCA_014637495,,,
14296,YC7378,"DSM 21593, KCTC 22446",1,"Allosphingosinicella vermicomposti",2832661309,alkaliphile,06-11,0-1.5
,,,,,614671.3,,,
,,,,,GCA_003012815,,,
133062,,"DSM 42178, CGMCC 4.7247, YIM DR4008",1,"Allostreptomyces psammosilenae",1892865.3,alkaliphile,5.0-11.0,0.0-4.0
,,,,,2823648918,,,1
,,,,,GCA_013407765,,,
23231,DX5-10,"DSM 26894, CGMCC 1.3455, JCM 12573, CIP 109187, NCIMB 14310",1,"Alloyangia pacifica",2617270881,alkaliphile,05-10,01-10
,,,,,2619618962,,,5
,,,,,311180.10,,,
,,,,,311180.11,,,
,,,,,GCA_900100725,,,
,,,,,GCA_900116195,,,
159775,SH9,"JCM 32501, CCTCC AB 2017284",1,"Alsobacter soli",2786546835,alkaliphile,5.5-9,0-5
,,,,,GCA_003004785,,,1
133228,100921-2,"CFCC 14287, KCTC 42844",1,"Tsuneonella aeria",2915148944,alkaliphile,4.5-10.0,0-0.5
,,,,,GCA_009827495,,,0-10.0
166543,Ery1,"KCTC 62387, CGMCC 1.16499, MCCC 1A10037",1,"Pelagerythrobacter aerophilus",2837529137,alkaliphile,5.0-9.5,0.0-1.0
,,,,,GCA_003581645,,,0.0-10.0
133618,KYW147,"KCTC 22735, JCM 16339, UCCCB31",1,"Alteraurantiacibacter aestuarii",650004.3,alkaliphile,05-11,0-6
,,,,,GCA_009827405,,,1.5
166461,NS1,"CGMCC 1.13679, NBRC 113553",1,"Tsuneonella amylolytica",2841090181,alkaliphile,5-10.5,0
,,,,,GCA_003626915,,,0-1
140745,THG-S3,"KACC 19190, CGMCC 1.15959",1,"Tsuneonella deserti",2035528.3,alkaliphile,5-10,0-4
,,,,,GCA_014644315,,,1
140988,BR-75,"CECT 9129, LMG 29518, BR 75, UCCCB41",1,"Altericroceibacterium endophyticum",1808508.3,alkaliphile,5.0-11.5,0.5-5
,,,,,2915142722,,,2
,,,,,GCA_009827595,,,
134236,JCS350T,"KCCM 42314, JCM 13815, CGMCC 1.7731",1,"Altererythrobacter epoxidivorans",2648501698,alkaliphile,6-8.5,0.5-9
,,,,,361183.4,,,2
,,,,,GCA_001281485,,,
159780,MS1-4,"MCCC 1K02683, NBRC 112977",1,"Tsuneonella flava",2882388624,alkaliphile,4.5-9.0,0-6
,,,,,GCA_002870965,,,4
133814,KJ7,"KACC 16190, JCM 17802",1,"Pontixanthobacter gangjinensis",1028742.5,alkaliphile,6-9.5,0-9
,,,,,GCA_009827545,,,2
140987,CPA5,"CECT 9130, LMG 29519, UCCCB42",1,"Alteriqipengyuania halimionae",1926630.3,alkaliphile,5.0-11.5,0.5-5
,,,,,2915088315,,,1-2
,,,,,GCA_009827575,,,
166532,GH1-16,"KCTC 52845, NBRC 113275",1,"Parerythrobacter lutipelagi",2894892033,alkaliphile,6.0-10.0,0.5
,,,,,GCA_005434975,,,0.5-5.0
133617,KYW48,"KCTC 22736, JCM 16345",1,"Paraurantiacibacter namhicola",2751185748,alkaliphile,05-11,01-02
,,,,,645517.4,,,1
,,,,,GCA_001687545,,,
140815,WW3,"KCTC 42620, JCM 30975",1,"Tsuneonella rigui",1708790.3,alkaliphile,6-9,0
,,,,,2880984762,,,0-3
,,,,,GCA_003958625,,,
133297,,"CAU 1172, KCTC 42453, NBRC 110917",1,"Pontixanthobacter sediminis",1689985.3,alkaliphile,6.5-10.0,0.0-4.0
,,,,,2915128050,,,1
,,,,,GCA_009828115,,,
133807,,"KCTC 12303, JCM 17037, KMM 6042",1,"Tsuneonella troitsensis",2744054484,alkaliphile,5.8-10,0-4
,,,,,2839207979,,,
,,,,,292222.4,,,
,,,,,292222.6,,,
,,,,,GCA_001441535,,,
,,,,,GCA_003730315,,,
133643,S3-63,"CCTCC AB 207166, CIP 110125",1,"Altericroceibacterium xinjiangense",2894831738,alkaliphile,07-09,0-3
,,,,,762261.3,,,1
,,,,,GCA_003958635,,,
140743,S36,"CGMCC 1.12804, NBRC 110413",1,"Croceibacterium xixiisoli",GCA_009827305,alkaliphile,5-10,0.5-3
,,,,,,,,1
1573,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1,"Alteribacillus bidgolensis",930129.4,alkaliphile,6.5-10,0.5-12.5
,,,,,930129.8,,,6.25
,,,,,GCA_002886255,,,
,,,,,GCA_900099745,,,
1317,X5B,"DSM 23995, IBRC 10446",1,"Alteribacillus iranensis",2651870176,alkaliphile,7.0-10.0,2.5-15
,,,,,930128.3,,,2.5-15.0
,,,,,GCA_900113025,,,5-7.5
,,,,,,,,5.0-7.5
1572,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1,"Alteribacillus persepolensis",2654588171,alkaliphile,7.0-10.0,05-20
,,,,,568899.4,,,10
,,,,,GCA_900099605,,,
1254,K1-5,"DSM 18675, CCM 7447, NCAIM B002265, CIP 109837",1,"Alteribacter aurantiacus",1121086.3,alkaliphile,08-12,03-07
,,,,,2524614609,,,5
,,,,,GCA_000429705,,,
158381,FJAT-45347,"DSM 104632, CCTCC AB 2016257",1,"Alteribacter populi",GCA_002352765,alkaliphile,7.5-12,0-20
,,,,,,,,8
449,R10SW13,"DSM 15446, KCTC 12195, KMM 3600, LMG 22532, CIP 108794",1,"Alteromonas stellipolaris",2687453643,alkaliphile,6.0-10.0,0
,,,,,GCA_001562195,,,0-10
,,,,,,,,1-10
,,,,,,,,15
450,,"DSM 23844, CCUG 55340, LMG 24078",1,"Alteromonas genovensis",471225.5,alkaliphile,6.0-8.5,1
,,,,,GCA_010500895,,,2-15
,,,,,,,,20
134153,F-32,"CECT 7067, LMG 22958, CIP 109083",1,"Alteromonas hispanica",315421.4,alkaliphile,05-10,7.5-15
,,,,,GCA_010500915,,,8.75
159815,IO390401,"JCM 32638, CGMCC 1.13554, CCTCC AB 2018072, CGMCC AB 2018072",1,"Alteromonas alterisediminis",GCA_003056425,alkaliphile,5-10,1-10
,,,,,,,,5.5-6.0
133345,JW12,"CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1,"Alteromonas lipolytica",1856405.15,alkaliphile,5.5-9.5,0.5-10.0
,,,,,2834723206,,,3
,,,,,GCA_001758465,,,
,,,,,GCA_014643555,,,
158616,S35,"KCTC 52449, CGMCC 1.16029",1,"Alteromonas oceani",2855655360,alkaliphile,6-10,0-13
,,,,,GCA_003731635,,,1-3
140746,5.12,"LMG 29661, MCC 3250",1,"Alteromonas pelagimontana",2791355104,alkaliphile,6-10,0-10
,,,,,GCA_002499975,,,3.5
166518,U0105,"KCTC 62080, MCCC 1H00299",1,"Alteromonas sediminis",2899565944,alkaliphile,6.5-9.5,1-6
,,,,,GCA_003820355,,,2-3
447,"ANT69a, R-15466","DSM 15691, LMG 21861, CIP 108513, ANT 69a",1,"Alteromonas stellipolaris",233316.13,alkaliphile,6-9,0
,,,,,233316.3,,,1-10
,,,,,2687453500,,,10
,,,,,,,,2
,,,,,,,,4-8
17782,ILE-2,"DSM 16581, JCM 14039",1,"Aminiphilus circumscriptus",1304874.3,alkaliphile,5.5-8.5,0-2.5
,,,,,2541046957,,,0.5
,,,,,GCA_000526375,,,
132587,CC-RT-E,"DSM 24738, BCRC 80314",1,"Ammoniphilus resinae",2913422633,alkaliphile,6.0-9.0,0-2
,,,,,861532.3,,,1
,,,,,GCA_017873965,,,
166423,M8JJ-5,"KCTC 49089, CGMCC 1.16390",1,"Amnibacterium flavum",2838890142,alkaliphile,6-9,0
,,,,,GCA_003097495,,,0-4
17874,,"DSM 21202, CCTCC AA 208035, YIM D10",1,"Amorphus orientalis",2926584956,alkaliphile,6.5-8.5,0.5-12
,,,,,,,,03-08
23742,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1,"Amphibacillus marinus",2617270769,alkaliphile,7.5-10,0-12
,,,,,872970.3,,,
,,,,,GCA_900110345,,,
1406,Shu-P-Ggiii25-2,"DSM 21624, IAM 15428, JCM 23213, KCTC 13120, MBIC 08269, NBRC 103570",1,"Amphibacillus sediminis",1220586.4,alkaliphile,8.5,<6.0
,,,,,2731957578,,,
,,,,,GCA_001552275,,,
1403,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112, LMG 17667",1,"Amphibacillus xylanus",2524023219,alkaliphile,8.0-10.0,3.0
,,,,,698758.3,,,6.0
,,,,,GCA_000307165,,,
11296,M41,"DSM 18887, LMG 24143, JCM 14776",1,"Amphritea atlantica",2599185211,alkaliphile,4.6-9.5,0.3-9
,,,,,355243.5,,,3
,,,,,GCA_024347255,,,
,,,,,GCA_900111095,,,
166509,ANRC-JH13,"MCCC 1K03512, KCTC 62532",1,"Amphritea opalescens",2490544.3,alkaliphile,4-11,0-12
,,,,,2882759153,,,1-2
,,,,,GCA_003957515,,,
133131,WP1,"KCTC 39642, MCCC 1A10745",1,"Amycolatopsis albispora",2856864784,alkaliphile,5.0-11.0,0.0-3.0
,,,,,GCA_003312875,,,0.0-8.0
159864,AU-G6,"CGMCC 4.7351, NBRC 112404",1,"Amycolatopsis antarctica",2856677671,alkaliphile,6-10,0.5-7.0
,,,,,GCA_002262875,,,10
,,,,,,,,3.0-5.0
13516,RA45,"DSM 45648, CGMCC 4.5579, JCM 16584",1,"Amycolatopsis arida",2675903051,alkaliphile,9,3.5
,,,,,2731639259,,,
,,,,,587909.3,,,
,,,,,587909.9,,,
,,,,,GCA_004365925,,,
,,,,,GCA_900115565,,,
24444,BNT52,"DSM 45679, JCM 31029, KCTC 29065, NRRL B-24886",1,"Amycolatopsis cihanbeyliensis",1128664.3,alkaliphile,6.0-12,0-10
,,,,,2806310631,,,
,,,,,GCA_006715045,,,
166244,GLM-1,"TBRC 9315, NBRC 113658",1,"Amycolatopsis eburnea",2868041214,alkaliphile,4-11,5
,,,,,GCA_003937945,,,
13265,LC2,"DSM 45164, CCTCC AB 206019, CIP 109736, IAM 15387, JCM 21831",1,"Amycolatopsis echigonensis",369930.3,alkaliphile,6.0-11,3.0-7.0
,,,,,GCA_014174495,,,5
13227,KT2025,"DSM 45510, JCM 31204, KCTC 29056",1,"Amycolatopsis magusensis",2917971604,alkaliphile,06-10,0-10
,,,,,882444.3,,,0-8
,,,,,GCA_017875555,,,
13267,Ms392A,"DSM 45569, CGMCC 4.3568, NBRC 104263, JCM 16121",1,"Amycolatopsis marina",2667527405,alkaliphile,6.0-9.0,0.5-12
,,,,,490629.6,,,5
,,,,,GCA_900111885,,,
13259,CSC17Ta-90,"DSM 44992, CIP 109581, NRRL B-24473, HKI 0330, CSC 17TA-090, JCM 14717",1,"Amycolatopsis nigrescens",2515075013,alkaliphile,05-09,6
,,,,,GCA_000384315,,,<10
13266,LC11,"DSM 45165, CCTCC AB 206020, CIP 109735, IAM 15388, JCM 21832",1,"Amycolatopsis niigatensis",2627854290,alkaliphile,6.0-11,3.0-7.0
,,,,,369932.4,,,5
,,,,,GCA_002846615,,,
13254,1BDZ,"DSM 44832, AS 4.1729, PCM 2600, JCM 12460, CGMCC 4.1729, CIP 108399",1,"Amycolatopsis palatopharyngis",187982.4,alkaliphile,06-10,0
,,,,,2866120936,,,0.5-10
,,,,,GCA_003385185,,,10
,,,,,,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
159669,,"DSM 105902, CCTCC AA 2017044, KCTC 49031, YIM PH21725, JCM 33574",1,"Amycolatopsis panacis",GCA_003600245,alkaliphile,5-13,0-3.5
,,,,,,,,0-7.5
,,,,,,,,0.5
13264,GY080,"DSM 45072, NCIMB 14277, JCM 15588",1,"Amycolatopsis regifaucium",2634166327,alkaliphile,05-09,5
,,,,,2728369078,,,
,,,,,2744054546,,,
,,,,,546365.11,,,
,,,,,546365.8,,,
,,,,,GCA_001558125,,,
,,,,,GCA_001613935,,,
,,,,,GCA_900113515,,,
158797,DH51B-4-3,"TBRC 6029, NBRC 112509, JCM 32589",1,"Amycolatopsis rhizosphaerae",2053003.4,alkaliphile,5-10,0-5
,,,,,2899406411,,,
,,,,,GCA_007713715,,,
166143,8-3EHSu,"TBRC 8488, NBRC 113449",1,"Amycolatopsis suaedae",2866612099,alkaliphile,6.0-10.0,0-11
,,,,,GCA_004214935,,,
13276,GY088,"DSM 45805, NCIMB 14699, NRRL B-24836",1,"Amycolatopsis thermophila",2926647115,alkaliphile,5.0-10.0,0-5
13269,ABO,"DSM 45259, BCCM 24814, LMG 24814, JCM 17017",1,"Amycolatopsis tucumanensis",GCA_021654135,alkaliphile,05-10,5
13271,,"DSM 45285, CCM 7627, KCTC 19581, CPCC 202699, JCM 32380",1,"Amycolatopsis xylanica",2675903050,alkaliphile,6-9.5,0-5
,,,,,589385.3,,,0-7
,,,,,GCA_900107045,,,
140730,H-12,"KCTC 52581, CGMCC 1.15880, DSM 108668",1,"Amylibacter cionae",2035344.4,alkaliphile,6-9,1-6
,,,,,GCA_014643735,,,3-4
159735,4G11,"KY 463497, KCTC 52506, NBRC 112428",1,"Amylibacter kogurei",2788500138,alkaliphile,4-12,1-7
,,,,,GCA_002742285,,,5-7
159853,m18,"KACC 19229, JCM 32051",1,"Amylibacter lutimaris",GCA_002860325,alkaliphile,5.5-10.0,0.5-7.0
,,,,,,,,3
1559,"MS 6","DSM 22531, NCCB 100213, UNIQEM U377",1,"Anaerobacillus alkalidiazotrophicus",2698536991,alkaliphile,7.8-10.6,1-6.96
,,,,,2839700685,,,
,,,,,472963.4,,,
,,,,,GCA_001866055,,,
158471,B16-10,"DSM 29790, NCAIM B.02608",1,"Anaerobacillus alkaliphilus",GCA_004116265,alkaliphile,7-11,0-7
,,,,,,,,5
17964,PAOHA-1,"DSM 14826, UNIQEM 227",1,"Anaerobranca californiensis",1120989.3,alkaliphile,8.6-10.4,0-6
,,,,,2585428191,,,1.75
,,,,,GCA_900142275,,,
132584,,"DSM 100423, JCM 30819, SN 021",1,"Anaerocolumna cellulosilytica",2861627031,alkaliphile,6.2-8.5,0
,,,,,433286.3,,,0-30
,,,,,GCA_014202875,,,
2829,HY-35-12,"DSM 15929, IMSNU 40003, KCTC 5026",1,"Anaerocolumna jejuensis",1121322.3,alkaliphile,5.5-9.5,0-1.5
,,,,,2585428173,,,0.25
,,,,,GCA_900142215,,,
140570,DY2726D,"JCM 30224, MCCC 1A00776",1,"Anaeromicrobium sediminis",GCA_002270055,alkaliphile,6.5-9.0,10-30
,,,,,,,,20
166118,MJB2,"KCTC 15800, MCCC 1K03631",1,"Anaerophilus nitritogenes",GCA_004138215,alkaliphile,5.8-9.4,1.0-7.0
,,,,,,,,5.0-6.0
166544,MCWD5,"KCTC 15595, DSM 105757",1,"Anaerosacchariphilus polymeriproducens",GCA_003363435,alkaliphile,5.5-10.0,0.0-6.0
,,,,,,,,2
2868,HY-37-4,"DSM 15930, IMSNU 40011, KCTC 5027",1,"Anaerosporobacter mobilis",1120996.3,alkaliphile,5.5-9.0,0-3
,,,,,2588253509,,,0.5
,,,,,GCA_900142955,,,
17403,Pla5,"DSM 2457, CIP 109301, NCIB 10516, CCUG 30553, AS 1.2800",1,"Ancylobacter polymorphus",2926570559,alkaliphile,07-11,0-3
17402,"YCM 11671","DSM 17131, AS 1.1761, JCM 11671, BCRC 17434, CGMCC 1.1761, CIP 108316, NCIMB 14355",1,"Ancylobacter rudongensis",177413.3,alkaliphile,5.6-9.9,0-4
,,,,,2596583652,,,0-5
,,,,,GCA_900100155,,,10
,,,,,,,,2.5
,,,,,,,,6
,,,,,,,,8
17406,NP-300,"DSM 1277, CIP 109300, AS 1.176",1,"Ancylobacter vacuolatus",2926565872,alkaliphile,07-11,0-2.5
133003,FA102,"DSM 28825, CICC 10902, KCTC 42257",1,"Ancylomarina subtilis",1639035.3,alkaliphile,6.0-8.5,0.5-5.0
,,,,,2795386138,,,2
,,,,,GCA_004217115,,,
10500,GFC-1,"DSM 23236, BCRC 17832, LMG 24502",1,"Andreprevotia lacus",1121001.3,alkaliphile,7.0-9.0,0-1
,,,,,2568526002,,,0.5
,,,,,GCA_900176275,,,
11401,"R-12870, B-1599","DSM 18919, CIP 108308, KCTC 13001, LMG 22483, Logan B-1599",1,"Aneurinibacillus terranovensis",1121002.4,acidophile,3.5-6.0,0
,,,,,2524614808,,,10
,,,,,GCA_000430625,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
,,,,,,,,<2
565,E-112,"DSM 23212, CCTCC AB 209236, KCTC 13720",1,"Anoxybacillus eryuanensis",2861220268,alkaliphile,7.0-11.0,0-3
,,,,,,,,0.5
550,d.y.,"DSM 2641, BCRC 17265, LMG 18397, NBRC 15317, CCUG 56041, IFO 15317",1,"Anoxybacillus flavithermus subsp. flavithermus",643348508,alkaliphile,9,2.5
140522,GSsed3,"CCOS 808, ATCC BAA-2555",1,"Anoxybacteroides geothermale",2639762962,alkaliphile,5.0-9.5,0-3
,,,,,,,,0.5
566,"T-11, T11","DSM 23211, CCTCC AB 209237, KCTC 13721",1,"Anoxybacillus tengchongensis",2861217274,alkaliphile,7.0-11.0,0-4
,,,,,576944.3,,,1.5
,,,,,GCA_014201585,,,
133999,3nP4,"CGMCC 1.8979, JCM 16594",1,"Paranoxybacillus vitaminiphilus",2718217676,alkaliphile,6.0-9.3,0-4
,,,,,581036.3,,,0.25
,,,,,GCA_003259935,,,
158563,Su22,"VKM B-2510, CECT 8731, DSM 21847",1,"Anoxynatronum buryatiense",2706794923,alkaliphile,7.4-11,0-2.4
,,,,,,,,0.76-1.09
130972,,"DSM 21100, KACC 14636, KCTC 22261, LMG 24494, Gsoil 524",1,"Anseongella ginsenosidimutans",2784746790,alkaliphile,5-10,0-7
,,,,,496056.3,,,
,,,,,GCA_004346135,,,
158772,JB01H24,"GDMCC 1.1229, KCTC 52984",1,"Antarcticibacterium flavum",2058175.3,alkaliphile,7.0-9.0,0-8
,,,,,2883447522,,,3
,,,,,GCA_006159205,,,
166269,,"CGMCC 1.13856, KCTC 49093, CFH 30434",1,"Antribacter gilvus",2304675.3,alkaliphile,7-9,1.5
,,,,,GCA_003946865,,,5.5
166255,G8,"LMG 30898, DSM 107922",1,"Apibacter muscae",GCA_007845635,alkaliphile,3-9,5-8
166268,Sn-9-2,"KCTC 62308, CCTCC AB 2018270",1,"Aquabacter cavernae",2880987659,alkaliphile,5-9,0-1
,,,,,GCA_003993795,,,
17927,CS-6,"DSM 22961, BCRC 17729, LMG 24215",1,"Aquabacterium fontiphilum",GCA_009909205,alkaliphile,05-09,1
,,,,,,,,<2
11866,Sa14,"DSM 21857, CCUG 57044",1,"Aquamicrobium aerolatum",1121003.3,alkaliphile,5.5-10,3.95
,,,,,2595699008,,,
,,,,,GCA_900113935,,,
166239,BH258,"KACC 18680, NBRC 111875",1,"Aquibacillus sediminis",GCA_005870085,alkaliphile,5.5-9.0,0.5-20.0
,,,,,,,,7.0-10.0
158773,"L1 8-17","KACC 18806, JCM 31543",1,"Aquicoccus porphyridii",GCA_008369105,alkaliphile,6.0-10.0,0-7.0
,,,,,,,,2-3
166539,Z0201,"KCTC 62450, MCCC 1H00328",1,"Cognataquiflexum aquatile",2249427.3,alkaliphile,6.5-8.5,0.0-0.5
,,,,,2832066355,,,0.0-2.0
,,,,,GCA_003316845,,,
17714,BA160,"DSM 16537, CIP 108445, LMG 22565",1,"Aquiflexum balticum",2506520046,alkaliphile,07-09,0-6
,,,,,758820.4,,,1.5
,,,,,GCA_900176595,,,10
,,,,,,,,8
5596,ZC1,"DSM 21889, CCTCC AB 2010229, NBRC 107695",1,"Aquimarina agarilytica",2551306140,alkaliphile,06-09,1-4
,,,,,620914.3,,,2-3
,,,,,GCA_000255455,,,
140504,RZW4-3-2,"JCM 30824, MCCC 1K00698",1,"Aquimarina aggregata",GCA_001632745,alkaliphile,6.0-10.0,0
,,,,,,,,1-5
,,,,,,,,2-3
158803,NS08,"KCTC 52897, MCCC 1H00191",1,"Aquimarina celericrescens",GCA_018066725,alkaliphile,6.5-9.0,1.0-5.0
,,,,,,,,2.0-3.0
133847,SW024,"CGMCC 1.11007, JCM 17859",1,"Aquimarina longa",1379258.3,alkaliphile,07-10,03-05
,,,,,2667528136,,,
,,,,,GCA_001401755,,,
133725,PSC33,"KCTC 23302, JCM 17454",1,"Aquimarina mytili",874423.3,alkaliphile,07-09,1-4
,,,,,GCA_016735115,,,2
5595,A6,"DSM 22623, KCTC 22663",1,"Aquimarina spongiae",2622736502,alkaliphile,06-11,01-05
,,,,,570521.3,,,3
,,,,,GCA_900141785,,,
17443,,"DSM 16957, JCM 12896, MTCC 6713, GPTSA 20, CIP 108872",1,"Aquimonas voraii",2622736515,alkaliphile,06-11,0
,,,,,265719.9,,,10
,,,,,GCA_900101825,,,2
,,,,,,,,4
,,,,,,,,6
,,,,,,,,8
,,,,,,,,<2
1547,SH4s,"DSM 18090, CCM 7366, CECT 7149",1,"Aquisalibacillus elongatus",2786546167,alkaliphile,07-10,03-20
,,,,,485577.3,,,10
,,,,,GCA_003843875,,,
4301,,"DSM 18102, CCM 7368, CECT 7151, CGMCC 1.6291, CG 12, CIP 109713",1,"Aquisalimonas asiatica",2617270766,alkaliphile,6.0-10.8,01-20
,,,,,406100.9,,,8.5
,,,,,GCA_900110585,,,
140856,D11M-2,"CGMCC 1.12921, KCTC 42673",1,"Aquisalinus flavus",1526572.5,alkaliphile,6-10.5,0-14
,,,,,GCA_014534785,,,2
,,,,,GCA_014640095,,,
,,,,,GCA_022559625,,,
10512,5YN1-3,"DSM 21330, KACC 12729",1,"Aquitalea denitrificans",GCA_009856625,alkaliphile,05-09,0-1
,,,,,,,,0.5
3766,TNR-18,"DSM 22214, BCRC 17969, LMG 25207",1,"Arcicella aurantiaca",2595698202,alkaliphile,06-10,0-0.2
,,,,,591202.3,,,
,,,,,GCA_003148625,,,
23819,JC84,"DSM 24636, KCTC 15071, MTCC 10956, CECT 9783",1,"Arcobacter anaerophilus",2871084118,alkaliphile,07-10,0-6
,,,,,877500.16,,,2
,,,,,877500.17,,,
,,,,,GCA_004116345,,,
,,,,,GCA_006459125,,,
132928,,"DSM 100870, CECT 8942, LFT 1.7",1,"Arcobacter lekithochrous",1904463.13,alkaliphile,6-9,0
,,,,,GCA_013283835,,,3
